time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec), avg_lat(ms)
6525,3,5622.726,1003.416,1701.472,6513.081,7399.433,8778.546,10582.486,10582.486,10582.486,0,,,
6530,4,5069.219,1003.4,4584.25,4802.622,7491.324,8009.93,10857.906,10857.906,10857.906,0,,,
6535,3,5799.305,1660.112,4191.737,6697.419,8075.211,8166.143,8485.005,8485.005,8485.005,0,,,
6540,3.6,4916.089,1443.009,4166.098,4783.684,5427.002,7674.509,7724.928,7724.928,7724.928,0,,,
6545,4,5174.32,1004.794,3915.02,6155.239,7110.739,8218.181,10406.153,10406.153,10406.153,0,,,
6550,4,5854.165,1117.949,4725.3,5611.537,8916.621,9479.771,9689.045,9689.045,9689.045,0,,,
6555,3.8,4935.026,1003.991,1325.096,5002.794,6396.001,9522.906,16875.982,16875.982,16875.982,0,,,
6560,3.8,5097.42,1004.274,3540.809,4668.899,7043.226,9769.522,9883.152,9883.152,9883.152,0,,,
6565,3.6,5874.239,1626.583,2086.834,5711.894,8016.693,10038.959,17903.291,17903.291,17903.291,0,,,
6570,4,5921.09,1118.75,3122.736,6381.942,8889.222,9983.578,12145.47,12145.47,12145.47,0,,,
6575,3,4518.635,1003.993,1844.731,4243.525,6223.025,9180.796,9948.54,9948.54,9948.54,0,,,
6580,3.8,5247.294,1004.4,3756.628,4944.375,7541.417,8709.73,12024.907,12024.907,12024.907,0,,,
6585,4.4,4978.367,1003.247,1501.355,5940.375,7792.578,8309.677,9070.242,10816.976,10816.976,0,,,
6590,4.2,4445.984,1003.981,2361.826,4059.348,6355.046,7357.708,8034.869,8422.038,8422.038,0,,,
6595,3.6,5476.147,1031.031,1718.835,6061.728,8545.707,9193.175,11416.423,11416.423,11416.423,0,,,
6600,3.6,6062.369,1004.825,4623.936,5327.136,8183.717,9396.044,12621.142,12621.142,12621.142,0,,,
6605,3.4,6109.094,1114.863,3818.792,6055.964,9095.387,11286.265,11777.058,11777.058,11777.058,0,,,
6610,2.8,5517.746,1609.999,3965.908,5487.115,7040.882,10157.606,11285.091,11285.091,11285.091,0,,,
6615,3.8,5562.614,1552.071,1885.224,6037.595,8336.535,9172.898,10594.153,10594.153,10594.153,0,,,
6620,4,5107.943,1003.849,1718.477,5010.728,7828.231,10795.355,11572.646,11572.646,11572.646,0,,,
6625,3.6,4914.535,1156.731,3598.232,4827.101,6798.317,8623.896,9614.926,9614.926,9614.926,0,,,
6630,3.2,5446.226,1534.438,4132.201,4424.841,7792.827,10609.792,11705.227,11705.227,11705.227,0,,,
6635,3.8,4924.723,1034.327,1986.343,5304.28,6992.699,7678.099,8221.662,8221.662,8221.662,0,,,
6640,4,6787.077,1719.191,4125.547,7467.852,10264.759,10717.399,10867.231,10867.231,10867.231,0,,,
6645,3,5732.941,1517.054,4542.627,5053.282,7015.8,9312.953,10607.527,10607.527,10607.527,0,,,
6650,2.8,5768.794,1635.063,3749.124,6596.003,8292.177,8667.451,11903.127,11903.127,11903.127,0,,,
6655,3.4,6269.464,1004.217,5486.51,6091.119,8168.472,10064.727,12545.802,12545.802,12545.802,0,,,
6660,3.4,5425.35,1551.546,1800.917,5152.555,8217.14,9528.617,9871.214,9871.214,9871.214,0,,,
6665,3.8,5820.905,1004.578,4367.199,5317.509,9595.481,10190.891,12538.118,12538.118,12538.118,0,,,
6670,3.2,5200.229,1003.705,4282.446,5335.61,8252.408,9163.154,9521.85,9521.85,9521.85,0,,,
6675,3.2,6315.857,1116.182,4525.99,8202.155,8754.812,9347.335,14555.66,14555.66,14555.66,0,,,
6680,3.6,4539.629,1094.282,1609.392,4642.971,7760.162,8511.063,8755.109,8755.109,8755.109,0,,,
6685,4.4,5476.851,1090.546,1686.006,5198.215,8762.855,9190.876,9224.119,9875.169,9875.169,0,,,
6690,3,4604.7,1354.271,1701.554,5094.086,6306.026,7844.148,8303.892,8303.892,8303.892,0,,,
6695,5,4101.977,1003.681,1988.735,3816.361,6331.935,6998.938,7065.556,7065.594,7065.594,0,,,
6700,4.4,5276.727,1003.541,4209.159,5043.056,8053.356,8775.835,8962.487,9256.117,9256.117,0,,,
6705,4.6,4486.732,1004.105,1626.466,4394.092,7067.18,8054.267,8571.222,10241.838,10241.838,0,,,
6710,4.8,4637.847,1000.548,1635.013,5142.807,7499.715,7861.132,7893.859,10892.942,10892.942,0,,,
6715,4,4942.75,1003.918,1972.022,5302.093,7809.584,8286.296,8628.504,8628.504,8628.504,0,,,
6720,4.2,4176.096,1004.976,1676.904,4242.083,5451.604,8077.654,8152.68,8667.78,8667.78,0,,,
6725,4.6,5038.263,1005.4,1902.592,4962.956,6991.825,8159.697,8492.719,11413.625,11413.625,0,,,
6730,3.4,5960.162,1517.604,2461.989,5921.176,9412.605,10255.112,10439.127,10439.127,10439.127,0,,,
6735,3.4,5581.272,1021.85,3756.62,5887.327,7725.648,8760.797,8800.275,8800.275,8800.275,0,,,
6740,3.4,4937.64,1004.148,1994.702,3673.22,7066.158,9412.242,13439.897,13439.897,13439.897,0,,,
6745,4.4,5339.883,1004.752,1634.677,5402.531,8178.111,8978.803,10716.944,12511.446,12511.446,0,,,
6750,3.8,4987.879,1003.393,1634.303,5152.171,8418.794,9536.681,9545.756,9545.756,9545.756,0,,,
6755,3.2,5896.359,1005.172,4274.892,5945.254,8918.386,9077.074,9122.846,9122.846,9122.846,0,,,
6760,4.4,4856.008,1003.635,1267.926,5092.139,7938.681,8176.073,8184.29,11554.891,11554.891,0,,,
6765,3.2,5109.04,1760.178,4759.669,5702.527,6305.472,8588.213,8861.524,8861.524,8861.524,0,,,
6770,4,4799.944,1685.191,3057.011,4743.902,6115.065,8638.687,9012.863,9012.863,9012.863,0,,,
6775,5,4565.616,1112.19,1844.405,4768.301,7056.02,7532.285,8008.745,10932.253,10932.253,0,,,
6780,4,5285.27,1004.403,1743.794,5702.557,7340.09,10838.776,11265.852,11265.852,11265.852,0,,,
6785,3.8,4521.601,1003.7,1584.884,4850.539,5639.115,8750.95,9536.166,9536.166,9536.166,0,,,
6790,4.2,5943.656,1002.568,4040.219,4818.083,8032.635,11431.253,11515.814,11725.181,11725.181,0,,,
6795,3.6,3957.782,1020.459,1619.131,4358.597,5160.847,9312.842,9315.472,9315.472,9315.472,0,,,
6800,4,5427.277,1111.975,3415.989,4902.565,5546.311,14402.063,17115.447,17115.447,17115.447,0,,,
6805,5.4,4336.927,1095.92,3079.138,3991.073,6089.744,7379.608,7624.554,7974.931,7974.931,0,,,
6810,3.8,5487.661,1003.486,1735.215,6287.244,7766.383,12159.392,12184.357,12184.357,12184.357,0,,,
6815,3.6,4865.403,1317.151,1993.353,5309.164,7381.89,8024.686,8349.791,8349.791,8349.791,0,,,
6820,4,4476.149,1000.258,3714.835,4265.925,7405.503,7720.539,8115.616,8115.616,8115.616,0,,,
6825,3.6,6133.982,1104.418,5129.944,5517.905,8474.648,9544.347,9804.974,9804.974,9804.974,0,,,
6830,4.2,4991.406,1031.482,1818.876,5212.256,8095.436,8820.476,8834.052,9308.121,9308.121,0,,,
6835,4.2,5477.943,1003.262,1730.666,4518.332,9229.672,9458.445,11346.999,12616.643,12616.643,0,,,
6840,3.2,4308.487,1003.339,2822.179,4727.013,5154.029,7344.158,9464.801,9464.801,9464.801,0,,,
6845,4.6,4073.229,1004.021,1784.774,3941.723,6148.466,6767.835,6907.544,8204.711,8204.711,0,,,
6850,5.2,4539.572,1004.91,2714.927,4768.204,6866.019,7701.424,8296.018,8680.746,8680.746,0,,,
6855,4.2,4682.5,1493.101,3717.373,4493.561,5379.795,7165.032,7844.522,8096.14,8096.14,0,,,
6860,4.2,5594.246,1601.291,4084.352,4825.929,7425.144,9948.333,10892.888,11317.92,11317.92,0,,,
6865,3.4,5747.781,1601.139,2078.438,7666.439,8342.389,8928.863,9104.357,9104.357,9104.357,0,,,
6870,3.8,5088.155,1004.176,1626.897,5294.717,7366.096,10783.558,11768.214,11768.214,11768.214,0,,,
6875,4.4,4566.986,1002.988,1720.098,4711.498,5777.847,8100.726,8409.903,14710.959,14710.959,0,,,
6880,3.4,5789.954,1108.926,4016.858,5778.031,8813.231,9347.155,13339.707,13339.707,13339.707,0,,,
6885,3.4,5850.595,1004.308,2726.298,4851.982,9412.974,10440.5,10448.805,10448.805,10448.805,0,,,
6890,2.8,6983.86,1743.996,4616.938,6931.589,9287.449,11017.095,14067.869,14067.869,14067.869,0,,,
6895,3,5612.769,1003.667,1742.686,6289.897,6973.622,9354.226,11260.543,11260.543,11260.543,0,,,
6900,4.2,4361.948,1004.899,1606.082,5243.843,5494.274,8702.111,8861.026,8868.903,8868.903,0,,,
6905,4,5321.423,1004.471,4000.142,5293.7,6180.923,11200.967,15018.431,15018.431,15018.431,0,,,
6910,3.2,6304.406,1467.783,3131.118,7858.548,9447.646,10097.349,12171.333,12171.333,12171.333,0,,,
6915,3.2,5945.839,1492.872,3783.503,5987.475,9605.478,9982.751,11794.003,11794.003,11794.003,0,,,
6920,3.6,4589.029,1004.306,1668.759,4660.044,6071.323,9062.421,9719.443,9719.443,9719.443,0,,,
6925,5,4822.311,1028.354,1861.306,4284.722,6882.437,7286.01,10091.124,11177.17,11177.17,0,,,
6930,3.2,6355.641,1467.5,1643.472,6564.507,10231.418,10858.122,13716.378,13716.378,13716.378,0,,,
6935,3.4,4747.26,1005.638,1678.949,5168.247,6079.285,9479.568,10691.731,10691.731,10691.731,0,,,
6940,3.2,5842.295,1960.809,5010.003,5494.928,6589.91,10476.38,10758.743,10758.743,10758.743,0,,,
6945,4.6,5329.666,1467.835,3330.277,5604.338,6958.246,8630.304,9079.558,11284.623,11284.623,0,,,
6950,3.6,4257.859,1030.021,1645,3873.775,5630.411,9070.022,10249.103,10249.103,10249.103,0,,,
6955,4.6,4695.172,1003.811,1442.947,4558.773,6847.471,7467.88,10106.088,10716.016,10716.016,0,,,
6960,4,5475.99,1518.037,1860.678,5328.733,8367.668,8709.648,10365.046,10365.046,10365.046,0,,,
6965,2.8,6566.219,1642.162,4325.108,8467.271,8959.779,9076.778,9102.15,9102.15,9102.15,0,,,
6970,3,6041.666,1501.22,1827.59,5801.665,8808.311,9135.147,9467.919,9467.919,9467.919,0,,,
6975,3,6993.401,4231.426,5543.205,6371.472,9317.992,9978.566,10263.898,10263.898,10263.898,0,,,
6980,2.8,6266.977,1776.949,4966.996,5151.419,9687.131,10063.644,10162.941,10162.941,10162.941,0,,,
6985,3.2,5330.357,1110.602,4567.325,5863.067,6555.538,7215.412,9688.698,9688.698,9688.698,0,,,
6990,4.4,5091.182,1005.305,1585.614,5084.861,7715.671,8960.303,9155.879,9202.501,9202.501,0,,,
6995,3,5922.736,1417.217,4691.418,5410.45,8709.619,9319.138,9988.236,9988.236,9988.236,0,,,
7000,3.6,5690.23,1071.966,3748.059,4916.456,9035.187,9702.912,10111.507,10111.507,10111.507,0,,,
7005,3.4,5545.968,1034.666,1568.778,6479.433,8859.997,9688.528,9720.627,9720.627,9720.627,0,,,
7010,4.2,4814.298,1000.132,1702.455,5202.449,8041.027,8628.031,8703.225,8953.945,8953.945,0,,,
7015,3.8,5323.741,1003.526,4225.627,4890.952,7989.39,8477.804,10383.262,10383.262,10383.262,0,,,
7020,4,5411.364,1029.736,3256.44,5086.411,7632.141,10967.942,11568.05,11568.05,11568.05,0,,,
7025,3.2,5601.38,1467.381,1769.121,6888.009,7598.649,9713.865,10249.444,10249.444,10249.444,0,,,
7030,4.2,4359.132,1004.833,1610.332,4133.429,4711.554,7252.386,10068.953,10328.284,10328.284,0,,,
7035,4.2,4617.06,1028.435,4269.111,5027.997,5597.162,6632.867,7059.443,8130.552,8130.552,0,,,
7040,4.6,4739.724,1103.772,3707.498,4709.855,6774.756,7075.138,7107.132,7500.801,7500.801,0,,,
7045,4.6,5124.649,1004.101,2929.84,5387.137,6705.746,9262.098,10148.339,10207.544,10207.544,0,,,
7050,3.4,5997.516,1004.293,4099.475,5427.976,8678.991,9756.855,12990.692,12990.692,12990.692,0,,,
7055,4,4658.1,1003.317,1793.759,4760.427,8320.014,8869.613,8984.161,8984.161,8984.161,0,,,
7060,3.4,5901.825,1383.546,2169.843,5695.286,8425.809,12605.434,13057.158,13057.158,13057.158,0,,,
7065,3.2,5065.414,1004.825,1844.147,5848.41,8168.478,9730.095,9863.067,9863.067,9863.067,0,,,
7070,3.8,6481.609,1003.875,4383.139,7232.647,8681.433,10049.066,13046.697,13046.697,13046.697,0,,,
7075,3.2,5869.43,1004.319,4852.4,5318.787,9586.652,9838.568,10013.263,10013.263,10013.263,0,,,
7080,3.2,5211.26,1004.494,1593.395,5732.202,9136.919,9527.841,10222.939,10222.939,10222.939,0,,,
7085,3.8,5155.246,1004.305,1551.678,5471.02,7843.179,8343.945,10432.274,10432.274,10432.274,0,,,
7090,3.4,5387.839,1668.372,3958.421,5051.703,7415.21,9053.498,9511.253,9511.253,9511.253,0,,,
7095,3.8,5377.824,1160.968,1785.941,4902.536,7853.001,10649.87,14182.707,14182.707,14182.707,0,,,
7100,4,5841.116,1004.73,3555.977,5460.167,8206.438,10289.414,12845.882,12845.882,12845.882,0,,,
7105,3.2,5348.074,1004.308,4825.6,5269.868,6297.203,10265.363,11010.755,11010.755,11010.755,0,,,
7110,3.2,5158.381,1509.83,4291.689,4517.246,6649.27,7432.307,10442.24,10442.24,10442.24,0,,,
7115,4.6,4704.823,1408.969,1752.353,4577.643,6407.877,8530.854,8530.938,8689.32,8689.32,0,,,
7120,5.6,3683.716,1003.405,1852.056,3933.27,4759.092,6121.88,7408.349,7417.546,7417.546,0,,,
7125,4,5311.498,1004.436,4291.036,4668.124,7813.237,8484.827,10166.709,10166.709,10166.709,0,,,
7130,3.4,5706.602,1115.934,4434.136,5145.957,7984.708,8351.913,11460.303,11460.303,11460.303,0,,,
7135,4.2,5571.808,1025.429,4007.054,5210.418,8660.544,9329.075,9428.965,11735.501,11735.501,0,,,
7140,3.2,5785.983,1003.63,4734.144,5286.171,9204.597,10197.654,15473.352,15473.352,15473.352,0,,,
7145,3.8,4812.517,1089.359,1601.133,5201.737,5933.477,8410.68,11387.334,11387.334,11387.334,0,,,
7150,4.8,4393.647,1003.012,1551.051,4345.987,7709.629,8210.822,8604.683,8695.899,8695.899,0,,,
7155,4,5281.723,1567.184,3181.876,4985.834,8280.334,9281.271,9314.149,9314.149,9314.149,0,,,
7160,3.4,5282.198,1518.772,1802.838,6072.103,8846.264,9547.492,9556.612,9556.612,9556.612,0,,,
7165,4,4394.357,1003.048,2854.69,4593.972,5762.072,8764.175,9400.898,9400.898,9400.898,0,,,
7170,3.8,5780.682,1028.102,4023.585,7047.607,7505.778,7974.643,8325.724,8325.724,8325.724,0,,,
7175,3.4,6384.413,1003.545,1719.096,6712.946,9538.486,10429.522,13205.057,13205.057,13205.057,0,,,
7180,2.8,6033.839,1004.556,4115.369,5159.017,9068.829,11005.121,13292.709,13292.709,13292.709,0,,,
7185,3.2,6149.954,1626.93,2304.532,7276.855,7552.945,11214.445,13462.404,13462.404,13462.404,0,,,
7190,3.4,4465.713,1401.86,3816.533,4954.301,5439.281,6667.975,9383.675,9383.675,9383.675,0,,,
7195,4.8,4346.221,1004.067,2513.683,4198.016,6559.586,7661.243,8186.057,9049.042,9049.042,0,,,
7200,5.2,4691.565,1003.723,3589.67,4550.79,6314.354,7835.931,9225.431,10283.882,10283.882,0,,,
7205,4.4,4681.144,1004.376,1635.415,5186.872,5939.5,8929.571,9240.325,11427.254,11427.254,0,,,
7210,4.8,4099.826,1004.175,1610.111,4216.978,6623.87,8186.141,8394.427,10885.419,10885.419,0,,,
7215,3.4,5094.625,1669.016,4417.975,5209.818,6114.601,8193.591,8393.895,8393.895,8393.895,0,,,
7220,4.4,4993.264,1004.539,3915.773,4809.466,6932.393,7966.936,8260.199,8554.339,8554.339,0,,,
7225,4,4582.224,1005.406,4199.997,4709.847,5093.824,7842.415,8101.142,8101.142,8101.142,0,,,
7230,4,6056.824,1004.272,4010.127,6038.869,7970.107,11771.034,13843.028,13843.028,13843.028,0,,,
7235,3.6,4777.62,1459.326,1851.93,4987.266,5795.055,8271.734,9289.791,9289.791,9289.791,0,,,
7240,3.6,5086.209,1519.549,4175.025,4943.603,6840.598,8887.694,9999.018,9999.018,9999.018,0,,,
7245,5.2,4121.3,1004.319,1942.812,4042.024,4534.079,8662.255,8812.676,9205.17,9205.17,0,,,
7250,3.8,7125.417,1003.866,4058.023,8108.859,9452.828,13354.395,13361.684,13361.684,13361.684,0,,,
7255,3.2,4511.48,1002.881,1500.853,5794.634,6729.376,9970.237,10395.915,10395.915,10395.915,0,,,
7260,3.6,5109.06,1003.554,4237.865,5059.322,6898.132,9603.629,10556.555,10556.555,10556.555,0,,,
7265,4.2,5103.806,1527.15,2387.714,4508.168,7740.729,8718.03,9211.103,11107.156,11107.156,0,,,
7270,3.6,5292.256,1174.812,1643.834,5519.47,9060.882,9563.163,10039.607,10039.607,10039.607,0,,,
7275,3.8,5665.536,1000.439,1593.512,5804.539,8778.622,11601.514,15336.155,15336.155,15336.155,0,,,
7280,4.2,4134.994,1103.608,1643.705,4639.513,5244.99,6973.801,7455.608,7615.567,7615.567,0,,,
7285,4.2,4578.686,1483.506,1719.054,5018.563,6830.39,7774.198,8291.588,9218.763,9218.763,0,,,
7290,4,4700.605,1016.204,4132.055,4574.377,6973.308,7482.462,7614.733,7614.733,7614.733,0,,,
7295,4,5359.462,1475.901,4366.184,5035.641,7526.238,7866.872,8144.521,8144.521,8144.521,0,,,
7300,4.6,4768.273,1003.76,1860.51,3958.112,7038.644,8560.94,8585.591,14642.524,14642.524,0,,,
7305,3.8,5601.353,1003.779,1826.078,7088.538,8283.429,9072.541,11641.189,11641.189,11641.189,0,,,
7310,3.4,5085.866,1003.228,1635.895,6422.263,6638.877,9211.138,9978.084,9978.084,9978.084,0,,,
7315,3.4,6253.012,1551.579,5133.843,5394.075,8684.982,9176.911,9279.203,9279.203,9279.203,0,,,
7320,3.2,5469.809,1901.847,5067.851,5553.887,6296.67,9203.796,9899.425,9899.425,9899.425,0,,,
7325,5,4532.81,1358.274,2479.494,3816.479,6523.608,7441.227,7925.245,10565.263,10565.263,0,,,
7330,4.2,5443.621,1005.061,1769.443,5042.173,8844.654,9955.872,10110.112,10841.275,10841.275,0,,,
7335,2.8,6340.054,1003.622,4167.269,7073.563,9095.829,9515.159,12904.078,12904.078,12904.078,0,,,
7340,3.2,5543.157,1003.579,4409.091,5009.368,8376.836,9245.281,12186.302,12186.302,12186.302,0,,,
7345,3.8,5417.06,1041.447,1517.57,5346.02,8597.138,9098.231,9138.515,9138.515,9138.515,0,,,
7350,2.8,5485.454,1686.38,3840.969,5094.179,7476.078,7752.231,8712.367,8712.367,8712.367,0,,,
7355,3.8,6246.183,1003.975,1751.653,7666.505,8561.887,8845.074,13208.007,13208.007,13208.007,0,,,
7360,3.4,6116.467,1114.26,2947.135,5246.93,9230.928,12968.366,13077.244,13077.244,13077.244,0,,,
7365,3.8,4639.599,1017.798,1609.558,5313.17,6823.287,9952.335,10738.114,10738.114,10738.114,0,,,
7370,3.8,3779.712,1090.041,1877.771,4184.753,4828.385,6232.696,7017.353,7017.353,7017.353,0,,,
7375,4.6,5802.961,1526.552,4125.334,5135.81,7258.875,9991.411,10350.862,11586.454,11586.454,0,,,
7380,3.6,5496.399,1003.387,1760.31,5663.352,6959.839,9455.511,15958.604,15958.604,15958.604,0,,,
7385,3.4,5498.997,1644.345,3407.431,4960.719,7825.265,8906.377,10726.764,10726.764,10726.764,0,,,
7390,4.2,5258.708,1003.298,2045.34,4784.596,8342.991,9053.167,11868.711,12278.453,12278.453,0,,,
7395,3.8,5338.995,1003.379,1593.794,4433.245,9496.795,9939.101,11977.246,11977.246,11977.246,0,,,
7400,2.8,4864.699,1442.438,1802.271,5403.222,5913.144,7642.559,8042.96,8042.96,8042.96,0,,,
7405,4.2,4940.893,1003.365,3264.324,4827.471,7780.175,8028.777,8319.31,10820.786,10820.786,0,,,
7410,4.6,4342.868,1003.822,1970.297,4201.667,5505.809,7880.785,8129.104,8598.415,8598.415,0,,,
7415,5.2,3395.314,1004.122,1626.539,3817.318,4687.696,5371.885,5813.36,7512.13,7512.13,0,,,
7420,6,4006.842,1002.854,3300.454,3950.114,4501.034,7099.575,7342.519,7910.482,7910.482,0,,,
7425,3.8,5082.137,1028.126,4592.494,5294.718,5996.319,8353.061,8354.05,8354.05,8354.05,0,,,
7430,4.6,5209.988,1004.901,3917.674,4844.082,6882.557,7853.297,8028.809,9089.072,9089.072,0,,,
7435,4,5167.151,1029.373,3916.339,5010.766,7869.383,8726.941,8868.463,8868.463,8868.463,0,,,
7440,3.8,4704.722,1035.501,3498.76,4775.792,5285.098,8409.26,9027.847,9027.847,9027.847,0,,,
7445,4.2,4268.314,1003.635,3886.459,4600.746,5269.511,7141.123,7257.627,7851.816,7851.816,0,,,
7450,5.2,3833.788,1004.163,1852.87,4085.047,4977.557,6307.014,6860.07,8572.411,8572.411,0,,,
7455,6.2,4052.344,1402.802,2529.379,3858.529,5848.568,6723.934,7168.696,8627.468,8627.468,0,,,
7460,4.2,4996.004,1004.284,1601.83,5060.601,7233.239,9086.961,10799.547,11171.049,11171.049,0,,,
7465,4.6,4622.577,1062.31,1660.26,5111.584,7230.938,9162.489,9172.107,9798.289,9798.289,0,,,
7470,3.6,5353.304,1159.846,1685.019,6589.419,7484.216,9423.095,9531.695,9531.695,9531.695,0,,,
7475,3.6,5481.155,1003.622,3753.287,5212.388,8053.501,8762.577,10523.402,10523.402,10523.402,0,,,
7480,4.6,4876.635,1003.487,1718.363,5094.266,8303.961,8363.81,8469.923,8812.578,8812.578,0,,,
7485,3.4,5369.585,1085.967,3563.276,5236.781,5996.362,10916.396,11392.918,11392.918,11392.918,0,,,
7490,4,5096.186,1003.952,4041.561,4884.57,6871.326,8400.576,8527.532,8527.532,8527.532,0,,,
7495,4,4934.602,1004.591,1660.036,5285.684,8009.72,8919.296,8945.935,8945.935,8945.935,0,,,
7500,4.2,3947.721,1005.161,2872.663,3890.914,4358.154,6391.471,6689.22,9114.412,9114.412,0,,,
7505,4.4,4825.266,1559.472,3890.853,4394.452,6081.654,7142.276,8254.781,10074.853,10074.853,0,,,
7510,4.2,5733.532,1500.8,3374.34,5621.341,6947.864,8276.062,13213.865,16749.018,16749.018,0,,,
7515,3,5600.423,1626.268,3589.18,5621.064,7132.702,7851.307,10556.876,10556.876,10556.876,0,,,
7520,4,5354.542,999.918,1751.085,6232.815,8860.426,10722.791,11783.641,11783.641,11783.641,0,,,
7525,3.6,5810.553,1088.167,1635.326,6422.073,8818.269,10518.303,12116.122,12116.122,12116.122,0,,,
7530,3.4,3996.249,1004.806,1660.08,4879.397,6428.024,7141.692,8027.807,8027.807,8027.807,0,,,
7535,4.4,4870.618,1196.851,4294.591,4802.295,5494.929,7076.08,7259.548,8510.425,8510.425,0,,,
7540,4.6,4951.631,1004.315,2954.788,5234.008,7256.393,8501.204,8992.415,9602.929,9602.929,0,,,
7545,3.6,5925.867,1182.76,4458.104,7171.829,7940.434,8441.722,11340.719,11340.719,11340.719,0,,,
7550,3.4,5768.665,1003.483,3752.632,4741.999,8709.807,10022.973,11132.564,11132.564,11132.564,0,,,
7555,3.4,4917.374,1020.215,3205.326,5244.439,6471.399,8717.874,9044.872,9044.872,9044.872,0,,,
7560,3.6,5056.66,1543.541,3831.985,4465.12,7205.868,8008.016,10580.599,10580.599,10580.599,0,,,
7565,4.6,5016.419,1000.429,4341.269,5042.884,7515.697,7857.891,8141.966,8292.606,8292.606,0,,,
7570,3.6,5344.091,1003.981,4358.788,5194.281,7700.887,8123.853,8176.229,8176.229,8176.229,0,,,
7575,4,4827.658,1002.388,2722.465,5251.619,7423.933,8116.23,8543.651,8543.651,8543.651,0,,,
7580,3.2,6255.771,2060.74,5359.738,5651.729,8451.025,9368.402,10270.431,10270.431,10270.431,0,,,
7585,3.6,5429.945,1003.539,3180.993,5685.34,8057.2,8868.323,9229.021,9229.021,9229.021,0,,,
7590,4,5729,1031.786,2921.788,5463.774,8685.393,11281.849,12466.947,12466.947,12466.947,0,,,
7595,3.6,4968.455,1004.232,1634.891,5425.05,7849.541,8983.218,9301.66,9301.66,9301.66,0,,,
7600,3.2,5930.918,1509.475,4725.246,5726.615,8767.647,9395.055,12184.746,12184.746,12184.746,0,,,
7605,4.2,4768.755,1005.007,1626.871,4841.275,5519.5,8551.872,11210.714,11778.567,11778.567,0,,,
7610,3.8,5298.201,1584.319,2730.645,4893.605,8268.409,8894.039,10139.842,10139.842,10139.842,0,,,
7615,4,5270.98,1088,3782.6,5287.44,8325.194,9102.99,9203.972,9203.972,9203.972,0,,,
7620,3.4,4985.493,1275.952,1776.411,4934.703,7205.897,9628.173,9786.018,9786.018,9786.018,0,,,
7625,3.6,6066.14,1003.919,4840.653,5493.62,8843.332,9485.864,11950.409,11950.409,11950.409,0,,,
7630,4.2,4092.57,1003.241,1593.607,4030.977,6866.196,7459.648,7610.4,7751.976,7751.976,0,,,
7635,3.8,4898.536,1000.185,3471.957,4876.58,7317.627,8303.227,8645.984,8645.984,8645.984,0,,,
7640,4,5254.114,1104.541,4074.265,4860.382,7164.333,7524.269,9761.678,9761.678,9761.678,0,,,
7645,3.4,5526.716,1004.161,4433.191,4801.302,7439.746,7974.618,7992.578,7992.578,7992.578,0,,,
7650,4.2,4864.245,1038.548,3849.19,5044.187,6061.839,6742.333,7455.549,9829.243,9829.243,0,,,
7655,4,6134.268,1003.456,4140.386,6471.426,8376.318,9678.343,9875.943,9875.943,9875.943,0,,,
7660,4.2,4137.511,1003.558,1517.601,4415.826,6697.273,7514.942,7724.523,10573.065,10573.065,0,,,
7665,3.8,5963.844,999.691,3898.879,6237.21,9436.954,9881.197,10399.13,10399.13,10399.13,0,,,
7670,3.2,4234.388,1004.263,1697.51,4475.027,6412.829,8076.777,9688.894,9688.894,9688.894,0,,,
7675,4,5056.436,1893.788,3856.688,4660.812,6903.435,7040.125,7546.144,7546.144,7546.144,0,,,
7680,4.6,5277.868,1004.184,4258.431,4874.005,7968.306,8624.007,8897.992,9310.022,9310.022,0,,,
7685,3.8,5948.955,1022.068,3280.404,5404.825,8826.066,11792.383,13403.177,13403.177,13403.177,0,,,
7690,3.2,5293.391,1634.924,4190.117,5384.984,8267.439,8599.827,9126.233,9126.233,9126.233,0,,,
7695,3.6,6132.187,1442.626,2101.881,5836.012,10104.314,10445.891,14098.165,14098.165,14098.165,0,,,
7700,2.8,5999.423,1810.773,5751.815,6471.631,6512.074,6704.859,9829.784,9829.784,9829.784,0,,,
7705,3.8,4583.71,1003.492,1643.418,4517.199,6228.927,8201.162,8618.14,8618.14,8618.14,0,,,
7710,3.4,5269.425,1543.703,3622.924,4792.596,7231.372,7564.337,10063.398,10063.398,10063.398,0,,,
7715,3.6,5401.229,1089.752,3121.999,5569.414,6938.085,9287.168,9964.288,9964.288,9964.288,0,,,
7720,4.2,4768.744,1033.577,1843.754,5345.853,6513.355,7341.755,7609.342,9654.825,9654.825,0,,,
7725,5,4592.371,1004.491,2994.37,4409.254,6700.637,8058.839,8142.577,8542.534,8542.534,0,,,
7730,4.8,4938.119,1003.17,1656.248,4091.172,8293.586,8944.782,9135.551,11977.029,11977.029,0,,,
7735,3.6,5142.186,1171.285,1692.809,5778.149,7691.996,8360.556,12256.16,12256.16,12256.16,0,,,
7740,3.6,5147.116,1004.66,1760.363,4980.441,8398.94,9149.839,10261.56,10261.56,10261.56,0,,,
7745,3.8,5144.849,1535.041,3414.257,5511.726,5862.761,9239.073,11687.332,11687.332,11687.332,0,,,
