time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec) 1, avg_lat(ms) 1 ,Êthroughput(req/sec) 2,Êavg_lat(ms) 2,,cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),, throughput(req/sec) 3, avg_lat(ms) 3,, throughput(req/sec) 5, avg_lat(ms) 5
3565,85.2,1023.131,1000.384,1016.067,1016.715,1017.441,1058.465,1066.858,1092.495,1133.243,0.001,,,,,,,3565,3.8,4564.312,,,,,,,,,
3570,66.8,1029.916,1000.27,1016.066,1016.85,1042.786,1073.946,1099.138,1116.561,1142.284,0.001,,,,,,,3570,4.6,3949.91,,,,,,,,,
3575,91.8,1021.8,1000.173,1016.097,1016.676,1017.357,1050.29,1058.756,1082.946,1092.567,0.001,,,,,,,3575,3.6,5420.94,,,,,,,,,
3580,88,1022.559,999.666,1016.039,1016.694,1017.437,1058.02,1067.454,1083.72,1117.536,0.001,,,,,,,3580,4.6,4344.157,,,,,,,,,
3585,90.6,1022.05,997.11,1016.004,1016.606,1017.294,1058.868,1067.593,1099.931,1125.869,0.001,,,,,,,3585,4.8,4706.353,,,,,,,,,
3590,90.4,1022,999.977,1016.13,1016.692,1017.269,1057.83,1067.291,1083.739,1084.384,0.001,,,,,,,3590,3.6,5339.401,,,,,,,,,
3595,91.8,1021.855,1000.32,1016.151,1016.676,1017.233,1057.529,1066.543,1083.954,1133.917,0.001,,,,,,,3595,4,5024.268,,,,,,,,,
3600,89.6,1022.065,1000.349,1016.005,1016.616,1017.26,1058.294,1067.402,1091.462,1115.688,0.001,,,,,,,3600,3.6,5821.213,,,,,,,,,
3605,98.6,1020.214,999.968,1015.993,1016.584,1017.137,1033.412,1066.718,1091.957,1117.305,0.001,,,,,,,3605,3.6,4993.909,,,,,,,,,
3610,94.8,1021.021,1000.521,1016.191,1016.674,1017.114,1032.815,1066.948,1091.856,1116.884,0.001,,,,,,,3610,4.2,4423.957,,,,,,,,,
3615,96,1020.806,1000.1,1016.032,1016.64,1017.12,1050.879,1065.931,1091.395,1117.677,0.001,,,,,,,3615,5,4774.91,,,,,,,,,
3620,92.8,1021.468,1000.035,1015.95,1016.678,1017.218,1050.197,1066.49,1116.078,1125.286,0.001,,,,,,,3620,4.6,4541.118,,,,,,,,,
3625,89.2,1022.535,1000.316,1016.092,1016.673,1017.283,1058.487,1067.473,1107.763,1141.513,0.001,,,,,,,3625,3.8,4816.712,,,,,,,,,
3630,93.2,1021.271,999.929,1016.064,1016.664,1017.242,1049.713,1059.014,1091.584,1124.414,0.001,,,,,,,3630,3.2,6414.052,,,,,,,,,
3635,101,1019.758,1000.369,1016.016,1016.63,1017.137,1033.845,1058.857,1083.629,1108.344,0.001,,,,,,,3635,4,4918.878,,,,,,,,,
3640,89.8,1022.183,1000.206,1016.086,1016.671,1017.279,1058.241,1066.681,1092.89,1149.617,0.001,,,,,,,3640,4,3652.365,,,,,,,,,
3645,93.2,1021.504,1000.246,1016.028,1016.686,1017.187,1057.913,1067.144,1092.294,1149.701,0.001,,,,,,,3645,5.8,5023.874,,,,,,,,,
3650,87.4,1022.834,1000.415,1016.152,1016.701,1017.411,1057.833,1066.082,1099.222,1116.274,0.001,,,,,,,3650,4,4425.621,,,,,,,,,
3655,87.6,1022.702,999.711,1015.973,1016.688,1017.345,1058.511,1067.126,1091.671,1151.204,0.001,,,,,,,3655,4.2,5444.471,,,,,,,,,
3660,89.6,1022.287,999.682,1016.162,1016.68,1017.312,1058.1,1067.4,1083.893,1141.42,0.001,,,,,,,3660,3.4,4793.102,,,,,,,,,
3665,93.2,1021.429,999.963,1016.09,1016.659,1017.248,1054.814,1066.038,1091.601,1116.869,0.001,,,,,,,3665,4,6342.567,,,,,,,,,
3670,92.6,1021.5,1000.291,1016.073,1016.645,1017.219,1050.932,1066.914,1108.173,1150.523,0.001,,,,,,,3670,3,5505.744,,,,,,,,,
3675,101.2,1019.71,1000.256,1016.018,1016.677,1017.184,1025.584,1058.32,1083.591,1124.546,0.001,,,,,,,3675,4.8,3835.757,,,,,,,,,
3680,95.2,1020.948,1000.348,1016.073,1016.615,1017.164,1049.94,1059.1,1099.415,1141.702,0.001,,,,,,,3680,3.8,4950.9,,,,,,,,,
3685,91.2,1022.085,999.96,1016.016,1016.683,1017.394,1057.383,1059.132,1091.888,1141.101,0.001,,,,,,,3685,4,6214.365,,,,,,,,,
3690,90.8,1021.733,1000.424,1016.028,1016.594,1017.097,1056.387,1074.39,1091.832,1142.545,0.001,,,,,,,3690,2.8,5551.605,,,,,,,,,
3695,91.6,1021.8,1000.388,1016.074,1016.643,1017.28,1058.049,1066.729,1092.002,1183.664,0.001,,,,,,,3695,3.4,5126.532,,,,,,,,,
3700,93.4,1021.582,999.969,1015.981,1016.625,1017.242,1058.051,1067.522,1099.071,1158.185,0.001,,,,,,,3700,4.8,4673.544,,,,,,,,,
3705,91,1021.629,999.852,1016.043,1016.633,1017.298,1050.103,1059.555,1100.668,1167.259,0.001,,,,,,,3705,3.8,5314.274,,,,,,,,,
3710,92.6,1021.671,999.805,1015.925,1016.589,1017.182,1050.758,1066.435,1100.217,1182.452,0.001,,,,,,,3710,3.8,5513.838,,,,,,,,,
3715,85.4,1023.197,1000.08,1016.139,1016.644,1017.129,1058.737,1073.049,1108.398,1159.45,0.001,,,,,,,3715,3.6,5464.629,,,,,,,,,
3720,92.8,1021.495,1000.022,1016.05,1016.636,1017.246,1050.278,1066.49,1091.745,1109.442,0.001,,,,,,,3720,3.8,4825.406,,,,,,,,,
3725,91,1022.054,1000.453,1015.971,1016.596,1017.182,1056.508,1067.305,1091.569,1125.538,0.001,,,,,,,3725,3.4,5146.086,,,,,,,,,
3730,104.2,1019.049,999.957,1016.024,1016.579,1017.007,1017.702,1034.75,1092.138,1321.322,0.001,,,,,,,3730,4.2,4749.618,,,,,,,,,
3735,96.2,1020.683,1000.098,1016.021,1016.593,1017.21,1049.879,1065.889,1091.432,1092.169,0.001,,,,,,,3735,4.4,4985.555,,,,,,,,,
3740,93.6,1021.352,1000.019,1015.904,1016.579,1017.236,1057.808,1066.907,1091.188,1141.303,0.001,,,,,,,3740,3.8,5717.725,,,,,,,,,
3745,88.6,1022.497,1000.411,1016.132,1016.645,1017.239,1057.973,1066.689,1101.064,1141.323,0.001,,,,,,,3745,3.8,4668.501,,,,,,,,,
3750,95.2,1021.126,1000.207,1016.18,1016.646,1017.162,1048.971,1060.128,1117.23,1141.71,0.001,,,,,,,3750,3.8,5057.416,,,,,,,,,
3755,85,1023.299,1000.522,1015.989,1016.66,1017.31,1058.632,1067.61,1100.357,1132.8,0.001,,,,,,,3755,3.4,5910.634,,,,,,,,,
3760,98.8,1020.188,1000.194,1016.07,1016.633,1017.145,1045.436,1058.579,1092.363,1117.626,0.001,,,,,,,3760,3.8,5359.886,,,,,,,,,
3765,90.8,1021.979,1000.248,1016.087,1016.668,1017.254,1056.125,1067.149,1091.81,1116.729,0.001,,,,,,,3765,4,5455.253,,,,,,,,,
3770,94,1021.196,999.812,1016.1,1016.622,1017.193,1049.551,1066.157,1100.033,1125.693,0.001,,,,,,,3770,3.4,4708.273,,,,,,,,,
3775,79,1025.346,1000.413,1016.05,1016.748,1017.582,1066.298,1075.818,1109.656,1138.982,0.001,,,,,,,3775,3.8,5357.255,,,,,,,,,
3780,94,1021.123,1000.295,1015.982,1016.618,1017.229,1050.182,1058.851,1091.62,1116.526,0.001,,,,,,,3780,3.2,6309.758,,,,,,,,,
3785,90.8,1021.931,1000.342,1015.954,1016.584,1017.287,1049.974,1066.832,1109.605,1166.805,0.001,,,,,,,3785,3.4,6072.823,,,,,,,,,
3790,97.4,1020.808,999.794,1015.877,1016.535,1017.257,1056.515,1065.944,1107.684,1142.567,0.001,,,,,,,3790,3.2,5312.968,,,,,,,,,
3795,94.2,1020.829,1000.128,1016.084,1016.636,1017.202,1032.687,1066.688,1092.488,1115.769,0.001,,,,,,,3795,4,5604.029,,,,,,,,,
3800,99.2,1020.07,1000.091,1016.096,1016.564,1017.064,1031.771,1058.877,1100.045,1108.749,0.001,,,,,,,3800,3.8,5046.719,,,,,,,,,
3805,95.6,1020.838,999.936,1015.935,1016.564,1017.103,1049.885,1065.902,1107.893,1138.724,0.001,,,,,,,3805,3.8,5003.201,,,,,,,,,
3810,93.8,1021.212,1000.149,1015.974,1016.588,1017.157,1050.323,1059.934,1101.066,1141.721,0.001,,,,,,,3810,3.2,5073.707,,,,,,,,,
3815,86.2,1023.212,999.833,1015.985,1016.66,1017.312,1058.54,1066.94,1100.229,1150.791,0.001,,,,,,,3815,5.4,4473.22,,,,,,,,,
3820,90,1022.115,999.713,1015.964,1016.629,1017.255,1058.326,1066.895,1083.907,1101.056,0.001,,,,,,,3820,5.2,4129.679,,,,,,,,,
3825,89.4,1022.331,1000.106,1016.025,1016.633,1017.234,1055.996,1075.329,1099.668,1142.331,0.001,,,,,,,3825,3.6,5439.015,,,,,,,,,
3830,93.8,1021.198,1000.174,1015.904,1016.613,1017.267,1056.4,1065.043,1091.717,1109.287,0.001,,,,,,,3830,4.2,4809.613,,,,,,,,,
3835,94.4,1021.202,1000.069,1016.084,1016.618,1017.139,1050.091,1063.899,1099.67,1208.144,0.001,,,,,,,3835,4.6,4890.781,,,,,,,,,
3840,64.4,1030.828,1000.446,1016.125,1016.635,1017.153,1050.103,1063.829,1083.961,2658.015,0.001,,,,,,,3840,3.4,6177.119,,,,,,,,,
3845,90,1022.131,999.521,1016.15,1016.643,1017.252,1049.663,1066.384,1108.992,1158.201,0.001,,,,,,,3845,3.4,5668.247,,,,,,,,,
3850,96.8,1020.57,999.957,1015.875,1016.554,1017.112,1049.946,1066.502,1084.064,1121.84,0.001,,,,,,,3850,3.8,4586.483,,,,,,,,,
3855,20.6,1096.965,1000.902,1016.312,1016.792,1017.481,1100.182,1924.655,1992.069,2048.932,0.001,,,,,,,3855,4.2,3951.587,,,,,,,,,
3860,90.8,1022.016,999.879,1015.957,1016.612,1017.306,1058.323,1067.029,1092.522,1141.411,0.001,,,,,,,3860,4.4,4820.284,,,,,,,,,
3865,95.8,1020.845,1000,1016.022,1016.548,1017.141,1050.047,1066.888,1100.15,1125.313,0.001,,,,,,,3865,3.8,4114.718,,,,,,,,,
3870,98.2,1020.238,999.736,1016.01,1016.589,1017.13,1049.881,1058.895,1091.375,1092.559,0.001,,,,,,,3870,5.6,5332.157,,,,,,,,,
3875,93.6,1021.297,1000.034,1016.155,1016.646,1017.164,1034.119,1065.952,1100.266,1133.496,0.001,,,,,,,3875,3.4,5778.302,,,,,,,,,
3880,91.8,1021.805,1000.171,1016.126,1016.632,1017.127,1050.525,1067.011,1100.23,1167.212,0.001,,,,,,,3880,3.6,4463.146,,,,,,,,,
3885,93,1021.304,999.896,1015.875,1016.539,1017.161,1057.827,1066.887,1092.53,1165.92,0.001,,,,,,,3885,4.2,4242.536,,,,,,,,,
3890,104.2,1019.171,1000.048,1016.08,1016.583,1017.103,1024.422,1058.336,1082.71,1132.827,0.001,,,,,,,3890,5.8,4348.295,,,,,,,,,
3895,94,1021.315,1000.21,1015.972,1016.544,1017.052,1057.726,1066.779,1100.185,1133.441,0.001,,,,,,,3895,4,5250.341,,,,,,,,,
3900,99.2,1019.983,999.989,1016,1016.584,1017.098,1033.794,1058.814,1083.608,1142.01,0.001,,,,,,,3900,3.4,5413.795,,,,,,,,,
3905,94.8,1020.997,1000.082,1015.99,1016.62,1017.174,1033.75,1067.037,1107.842,1124.831,0.001,,,,,,,3905,4.2,4403.164,,,,,,,,,
3910,87.8,1022.876,1000.329,1016.106,1016.653,1017.345,1058.437,1073.427,1108.032,1174.016,0.001,,,,,,,3910,4.2,4393.59,,,,,,,,,
3915,100,1019.825,999.602,1015.905,1016.586,1017.135,1041.837,1058.438,1082.934,1158.091,0.001,,,,,,,3915,4.8,5450.175,,,,,,,,,
3920,96,1020.759,1000.119,1016.071,1016.631,1017.168,1050.136,1058.96,1092.333,1139.98,0.001,,,,,,,3920,3.8,5797.102,,,,,,,,,
3925,86,1023.212,1000.289,1016.003,1016.58,1017.325,1058.108,1067.109,1133.357,1165.029,0.001,,,,,,,3925,2.8,5095.639,,,,,,,,,
3930,94.8,1020.984,999.841,1016.087,1016.571,1017.184,1050.104,1066.92,1091.834,1100.442,0.001,,,,,,,3930,3.4,5259.227,,,,,,,,,
3935,95.2,1021.05,1000.236,1016.123,1016.721,1017.255,1049.669,1066.691,1108.488,1125.358,0.001,,,,,,,3935,4.2,5352.969,,,,,,,,,
3940,92,1021.671,999.927,1016.13,1016.643,1017.166,1057.94,1067.293,1097.994,1124.561,0.001,,,,,,,3940,3.2,4366.501,,,,,,,,,
3945,97,1020.587,1000.181,1016.019,1016.617,1017.154,1049.991,1065.592,1092.125,1117.488,0.001,,,,,,,3945,5.8,4874.43,,,,,,,,,
3950,90.8,1021.959,1000.093,1016.027,1016.679,1017.344,1057.669,1066.295,1099.753,1125.06,0.001,,,,,,,3950,3.6,4833.417,,,,,,,,,
3955,93.6,1021.303,999.886,1016.082,1016.633,1017.115,1049.123,1067.325,1108.236,1141.589,0.001,,,,,,,3955,3.8,5340.252,,,,,,,,,
3960,92,1021.702,1000.491,1015.917,1016.618,1017.244,1057.749,1067.105,1100.928,1116.618,0.001,,,,,,,3960,4,4600.278,,,,,,,,,
3965,93.2,1021.401,1000.588,1015.74,1016.548,1017.219,1057.869,1066.552,1099.83,1116.205,0.001,,,,,,,3965,4.2,4999.643,,,,,,,,,
3970,98,1020.334,999.766,1016.014,1016.609,1017.157,1033.535,1058.996,1092.185,1150.486,0.001,,,,,,,3970,4,5015.009,,,,,,,,,
3975,92.6,1021.529,1000.036,1016.036,1016.634,1017.254,1050.469,1059.024,1090.751,1150.377,0.001,,,,,,,3975,4,5030.689,,,,,,,,,
3980,92.8,1021.505,1000.365,1015.956,1016.591,1017.16,1057.899,1066.768,1091.63,1149.448,0.001,,,,,,,3980,3.2,5797.367,,,,,,,,,
3985,91.8,1021.711,999.714,1016.063,1016.691,1017.28,1050.16,1058.912,1099.451,1108.472,0.001,,,,,,,3985,3.4,6495.103,,,,,,,,,
3990,94.8,1020.987,1000.069,1015.997,1016.588,1017.128,1049.519,1065.095,1091.412,1125.678,0.001,,,,,,,3990,3.2,5210.826,,,,,,,,,
3995,96.8,1020.888,999.892,1015.922,1016.571,1017.088,1051.101,1066.526,1092.123,1175.428,0.001,,,,,,,3995,4.2,4540.369,,,,,,,,,
4000,93.4,1021.037,999.727,1015.963,1016.621,1017.227,1057.058,1066.643,1084.289,1108.432,0.001,,,,,,,4000,4.2,4190.511,,,,,,,,,
4005,92.4,1021.566,999.693,1015.993,1016.647,1017.164,1050.178,1066.613,1091.676,1117.322,0.001,,,,,,,4005,4.6,6056.143,,,,,,,,,
4010,100.4,1019.872,999.746,1015.951,1016.633,1017.158,1049.403,1060.094,1075.66,1084.594,0.001,,,,,,,4010,3.8,5613.007,,,,,,,,,
4015,93,1021.453,1000.296,1015.974,1016.625,1017.243,1057.533,1066.246,1091.762,1124.731,0.001,,,,,,,4015,3.2,4234.666,,,,,,,,,
4020,97.6,1020.489,1000.389,1016.017,1016.649,1017.295,1049.74,1058.673,1083.221,1091.534,0.001,,,,,,,4020,3.6,5802.628,,,,,,,,,
4025,88.4,1022.791,1000.201,1016.22,1016.748,1017.461,1050.695,1065.625,1116.663,1133.326,0.001,,,,,,,4025,4.2,6649.986,,,,,,,,,
4030,87.4,1022.631,1000.013,1016.074,1016.731,1017.303,1058.05,1066.904,1100.289,1142.352,0.001,,,,,,,4030,2.4,5950.112,,,,,,,,,
4035,97.6,1020.449,1000.13,1015.969,1016.594,1017.173,1049.518,1058.685,1083.763,1116.397,0.001,,,,,,,4035,2.2,5700.399,,,,,,,,,
4040,96.8,1020.879,1000.388,1016.092,1016.649,1017.173,1048.731,1066.427,1100.177,1133.14,0.001,,,,,,,4040,4.6,4796.538,,,,,,,,,
4045,90.4,1021.738,999.858,1016.074,1016.579,1017.227,1058.223,1066.56,1075.887,1100.063,0.001,,,,,,,4045,3.4,6244.674,,,,,,,,,
4050,99,1020.157,1000.408,1016.079,1016.615,1017.107,1025.37,1059.072,1091.862,1141.667,0.001,,,,,,,4050,3.6,5235.009,,,,,,,,,
4055,94.2,1021.203,1000.382,1016.109,1016.596,1017.149,1049.955,1066.02,1100.575,1175.18,0.001,,,,,,,4055,3.4,5875.805,,,,,,,,,
4060,89.4,1022.3,999.997,1016.087,1016.613,1017.224,1057.924,1072.269,1092.409,1141.649,0.001,,,,,,,4060,3.2,6199.968,,,,,,,,,
4065,95.4,1020.928,999.809,1016.066,1016.62,1017.092,1050.378,1065.645,1083.893,1150.288,0.001,,,,,,,4065,3.6,5278.257,,,,,,,,,
4070,90.2,1022.096,1000.053,1016.045,1016.677,1017.391,1057.73,1066.686,1091.355,1100.48,0.001,,,,,,,4070,3.6,5656.064,,,,,,,,,
4075,95,1020.954,1000.19,1016.041,1016.594,1017.107,1049.912,1058.887,1107.972,1150.355,0.001,,,,,,,4075,3.6,4583.556,,,,,,,,,
4080,94.2,1021.172,1000.514,1016.047,1016.637,1017.19,1049.967,1059.248,1095.484,1116.088,0.001,,,,,,,4080,4.2,5457.705,,,,,,,,,
4085,84.6,1023.6,1000.564,1016.174,1016.725,1017.401,1058.431,1067.441,1090.432,1099.957,0.001,,,,,,,4085,4.8,3490.779,,,,,,,,,
4090,95.2,1020.902,999.741,1016.147,1016.675,1017.238,1048.488,1058.646,1091.444,1116.542,0.001,,,,,,,4090,5.4,4586.416,,,,,,,,,
4095,92.2,1021.786,1000.138,1016.023,1016.631,1017.154,1057.844,1073.603,1091.808,1149.756,0.001,,,,,,,4095,3.4,5383.398,,,,,,,,,
4100,95.6,1020.788,999.635,1015.983,1016.64,1017.235,1050.224,1059.76,1092.799,1127.039,0.001,,,,,,,4100,4,5221.035,,,,,,,,,
4105,96.6,1020.668,1000.08,1016.131,1016.649,1017.2,1041.147,1065.859,1091.551,1116.568,0.001,,,,,,,4105,3.6,5031.646,,,,,,,,,
4110,93.8,1021.254,1000.23,1015.991,1016.579,1017.148,1050.7,1059.337,1084.115,1101.153,0.001,,,,,,,4110,4,4846.005,,,,,,,,,
4115,88,1022.688,1000.247,1016.05,1016.633,1017.435,1058.072,1066.452,1091.725,1142.606,0.001,,,,,,,4115,3.8,4856.124,,,,,,,,,
4120,96.6,1020.608,1000.049,1016.026,1016.572,1017.162,1046.395,1059.057,1084.332,1129.16,0.001,,,,,,,4120,4,5298.157,,,,,,,,,
4125,93,1021.574,999.816,1016.019,1016.654,1017.256,1055.351,1066.554,1091.333,1099.716,0.001,,,,,,,4125,5,4605.031,,,,,,,,,
4130,99.4,1020.104,999.582,1015.975,1016.57,1017.143,1049.459,1059.057,1091.364,1125.38,0.001,,,,,,,4130,4.6,4846.126,,,,,,,,,
4135,92.4,1021.407,1000.338,1015.807,1016.517,1017.227,1050.943,1066.641,1092.309,1109.171,0.001,,,,,,,4135,4,5443.431,,,,,,,,,
4140,99.6,1019.983,1000.225,1016.009,1016.612,1017.119,1049.324,1058.643,1083.365,1091.55,0.001,,,,,,,4140,2.8,6574.36,,,,,,,,,
4145,95,1020.972,1000.233,1016.097,1016.634,1017.195,1034.266,1064.163,1092.084,1140.951,0.001,,,,,,,4145,3,6270.484,,,,,,,,,
4150,89.6,1022.261,999.866,1015.917,1016.641,1017.39,1055.997,1059.089,1083.575,1141.13,0.001,,,,,,,4150,3,5446.457,,,,,,,,,
4155,94.6,1021.094,1000.371,1016.054,1016.662,1017.284,1050.334,1058.691,1083.66,1116.593,0.001,,,,,,,4155,3.2,5935.257,,,,,,,,,
4160,91.4,1021.977,1000.355,1015.994,1016.672,1017.296,1050.733,1064.18,1105.524,1124.689,0.001,,,,,,,4160,3.4,5965.519,,,,,,,,,
4165,90.6,1021.934,999.772,1015.944,1016.686,1017.254,1058.173,1067.779,1107.638,1125.662,0.001,,,,,,,4165,4,5097.861,,,,,,,,,
4170,92.8,1021.581,1000.065,1016.053,1016.685,1017.248,1049.861,1066.834,1108.322,1133.65,0.001,,,,,,,4170,4.8,4987.798,,,,,,,,,
4175,96.4,1020.889,1000.041,1016.139,1016.679,1017.207,1050.431,1059.28,1083.96,1123.97,0.001,,,,,,,4175,3.8,3732.309,,,,,,,,,
4180,93.6,1021.119,1000.164,1016.06,1016.593,1017.195,1049.808,1058.75,1091.561,1122.528,0.001,,,,,,,4180,3.6,4925.201,,,,,,,,,
4185,93.2,1021.488,1000.051,1015.732,1016.576,1017.17,1054.636,1066.742,1125.201,1142.429,0.001,,,,,,,4185,4.2,5686.481,,,,,,,,,
4190,92.8,1021.513,1000.01,1015.628,1016.52,1017.253,1058.01,1066.538,1082.964,1124.669,0.001,,,,,,,4190,3.6,5589.936,,,,,,,,,
4195,95.4,1020.847,1000.511,1016.066,1016.649,1017.192,1050.406,1058.878,1083.633,1124.347,0.001,,,,,,,4195,3.8,4504.995,,,,,,,,,
4200,97.8,1020.487,999.92,1016.05,1016.617,1017.158,1050.286,1059.816,1091.387,1099.556,0.001,,,,,,,4200,4.4,4682.923,,,,,,,,,
4205,90.6,1021.861,1000.409,1016.015,1016.606,1017.201,1057.376,1066.992,1122.209,1141.868,0.001,,,,,,,4205,3.4,5824.832,,,,,,,,,
4210,96.8,1020.664,1000.241,1015.932,1016.58,1017.099,1049.188,1059.333,1100.165,1116.039,0.001,,,,,,,4210,3.8,4509.756,,,,,,,,,
4215,101.2,1019.649,1000.364,1015.878,1016.512,1017.042,1025.919,1058.282,1107.72,1133.606,0.001,,,,,,,4215,4.4,5237.036,,,,,,,,,
4220,93.6,1021.294,1000.114,1015.951,1016.645,1017.197,1055.852,1059.367,1083.716,1118.025,0.001,,,,,,,4220,3.4,5770.791,,,,,,,,,
4225,95.4,1020.837,1000.144,1016.009,1016.581,1017.217,1047.386,1059.231,1108.241,1125.228,0.001,,,,,,,4225,3.8,5155.204,,,,,,,,,
4230,99.2,1020.115,999.545,1016.022,1016.652,1017.176,1033.557,1058.937,1083.852,1092.36,0.001,,,,,,,4230,4.2,5057.126,,,,,,,,,
4235,93.8,1021.214,1000.058,1015.957,1016.618,1017.058,1050.492,1066.164,1092.029,1124.832,0.001,,,,,,,4235,3.6,4900.37,,,,,,,,,
4240,93.4,1021.427,1000.25,1015.961,1016.599,1017.239,1050.491,1066.29,1092.017,1117.477,0.001,,,,,,,4240,4.4,4065.226,,,,,,,,,
4245,92,1021.643,999.947,1016.068,1016.657,1017.297,1049.874,1062.58,1084.486,1125.276,0.001,,,,,,,4245,4.8,5305.381,,,,,,,,,
4250,94.4,1021.153,1000.277,1015.965,1016.651,1017.174,1049.921,1059.346,1091.353,1125.12,0.001,,,,,,,4250,3.8,5083.564,,,,,,,,,
4255,56.8,1119.06,999.9,1016.022,1016.599,1017.09,1025.302,1058.27,1099.956,15350.824,0.001,,,,,,,4255,4,4561.586,,,,,,,,,
4260,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4260,4,4993.399,,,,,,,,,
4265,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4265,4.4,5408.831,,,,,,,,,
4270,23.6,1052.634,1000.607,1016.077,1016.878,1017.359,1099.358,1416.353,1467.155,1539.094,0.001,,,,,,,4270,4.6,3619.837,,,,,,,,,
4275,101.6,1019.484,1000.144,1016.02,1016.558,1017.061,1025.632,1058.275,1091.038,1133.092,0.001,,,,,,,4275,4.4,5174.259,,,,,,,,,
4280,92.2,1021.639,1000.139,1015.99,1016.559,1017.121,1057.599,1066.393,1100.36,1142.073,0.001,,,,,,,4280,5.4,3788.349,,,,,,,,,
4285,87,1022.905,999.968,1015.923,1016.644,1017.275,1058.733,1067.597,1115.553,1142.538,0.001,,,,,,,4285,3.4,5756.683,,,,,,,,,
4290,87.2,1022.914,1000.242,1016.194,1016.745,1017.371,1058.249,1067.629,1116.335,1133.431,0.001,,,,,,,4290,4.4,5415.546,,,,,,,,,
4295,97,1020.694,1000.421,1016.02,1016.609,1017.118,1049.814,1058.963,1091.265,1133.833,0.001,,,,,,,4295,2.8,5629.434,,,,,,,,,
4300,99.6,1019.902,999.81,1015.898,1016.611,1017.244,1047.151,1058.26,1091.493,1116.63,0.001,,,,,,,4300,3.6,5916.766,,,,,,,,,
4305,92.6,1021.469,999.967,1015.896,1016.519,1017.058,1058.109,1067.112,1098.923,1150.254,0.001,,,,,,,4305,3.6,5520.545,,,,,,,,,
4310,94,1021.349,999.818,1016.013,1016.684,1017.291,1050.066,1059.158,1092.058,1142.37,0.001,,,,,,,4310,3.2,4896.085,,,,,,,,,
4315,96,1020.72,1000.34,1015.975,1016.624,1017.278,1049.613,1058.235,1083.318,1175.827,0.001,,,,,,,4315,3.6,5743.123,,,,,,,,,
4320,7.6,1918.997,1001.457,1016.292,1016.574,1017.17,1057.435,17732.661,18524.157,18524.157,0.001,,,,,,,4320,4.4,5036.113,,,,,,,,,
4325,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4325,2.8,6205.706,,,,,,,,,
4330,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4330,3.4,5407.928,,,,,,,,,
4335,3.2,1316.775,1006.933,1016.728,1058.184,1866.951,1924.507,2340.379,2340.379,2340.379,0.001,,,,,,,4335,4.6,5347.004,,,,,,,,,
4340,106.6,1018.688,999.742,1016.008,1016.619,1017.072,1024.463,1051.694,1081.782,1116.324,0.001,,,,,,,4340,3.4,4645.982,,,,,,,,,
4345,114.4,1017.415,1000.397,1015.988,1016.554,1017.041,1017.696,1025.232,1108.816,1151.209,0.001,,,,,,,4345,4.2,4856.509,,,,,,,,,
4350,112.8,1017.695,1000.124,1015.931,1016.632,1017.144,1024.243,1025.628,1083.376,1225.114,0.001,,,,,,,4350,3.4,4987.47,,,,,,,,,
4355,95.8,1021.029,1000.144,1015.991,1016.636,1017.25,1033.693,1066.896,1108.218,1125.533,0.001,,,,,,,4355,5.4,4402.588,,,,,,,,,
4360,75.4,1026.223,999.454,1016.026,1016.703,1017.523,1067.173,1081.09,1116.365,1117.555,0.001,,,,,,,4360,4.4,4613.855,,,,,,,,,
4365,88.6,1022.474,999.778,1015.928,1016.601,1017.088,1058.773,1074.654,1100.649,1141.614,0.001,,,,,,,4365,4.2,5083.44,,,,,,,,,
4370,90.6,1022.085,1000.086,1015.854,1016.631,1017.232,1057.577,1067.474,1100.64,1164.966,0.001,,,,,,,4370,3.4,5981.021,,,,,,,,,
4375,89.4,1022.327,999.951,1016.13,1016.683,1017.281,1058.174,1067.103,1092.164,1174.963,0.001,,,,,,,4375,3.4,5092.319,,,,,,,,,
4380,22.6,1330.71,1000.526,1016.028,1016.598,1017.181,1057.426,1075.442,18569.635,18597.142,0.001,,,,,,,4380,5.2,4104.673,,,,,,,,,
4385,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4385,5,3752.731,,,,,,,,,
4390,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4390,4.6,5507.211,,,,,,,,,
4395,14,1037.694,1000.663,1016.22,1016.766,1017.685,1067.378,1091.885,1492.364,1492.364,0.001,,,,,,,4395,3.2,5461.925,,,,,,,,,
